iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
BGD,Asia,Bangladesh,3/3/2020,,,,,,,,,,,,,,,,,,,,,,108,108,0.001,0.001,,,,,tests performed,,,,,,,,,,,,,,13.89,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,3/4/2020,,,,,,,,,,,,,,,,,,,,,,3,111,0.001,0,,,,,tests performed,,,,,,,,,,,,,,13.89,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,3/5/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tests performed,,,,,,,,,,,,,,13.89,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,3/6/2020,,,,,,,,,,,,,,,,,,,,,,9,120,0.001,0,,,,,tests performed,,,,,,,,,,,,,,13.89,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,3/7/2020,,,,,,,,,,,,,,,,,,,,,,7,127,0.001,0,,,,,tests performed,,,,,,,,,,,,,,13.89,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,3/8/2020,3,3,,,,,0.018,0.018,,,,,,,,,,,,,,10,137,0.001,0,,,,,tests performed,,,,,,,,,,,,,,13.89,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,3/9/2020,3,0,,,,,0.018,0,,,,,,,,,,,,,,10,147,0.001,0,,,,,tests performed,,,,,,,,,,,,,,13.89,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,3/10/2020,3,0,,,,,0.018,0,,,,,,,,,,,,,,16,163,0.001,0,8,0,,,tests performed,,,,,,,,,,,,,,13.89,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,3/11/2020,3,0,,,,,0.018,0,,,,,,,,,,,,,,24,187,0.001,0,11,0,,,tests performed,,,,,,,,,,,,,,13.89,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,3/12/2020,3,0,,,,,0.018,0,,,,,,,,,,,,,,24,211,0.001,0,14,0,,,tests performed,,,,,,,,,,,,,,13.89,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,3/13/2020,3,0,0.429,,,,0.018,0,0.003,,,,,,,,,,,,,30,241,0.001,0,17,0,0.0252,39.6,tests performed,,,,,,,,,,,,,,13.89,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,3/14/2020,3,0,0.429,,,,0.018,0,0.003,,,,,,,,,,,,,27,268,0.002,0,20,0,0.0215,46.6,tests performed,,,,,,,,,,,,,,13.89,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,3/15/2020,5,2,0.286,,,,0.03,0.012,0.002,,,,,,,,,,,,,25,293,0.002,0,22,0,0.013,76.9,tests performed,,,,,,,,,,,,,,13.89,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,3/16/2020,8,3,0.714,,,,0.048,0.018,0.004,,,,,,,,,,,,,49,342,0.002,0,28,0,0.0255,39.2,tests performed,,,,,,,,,,,,,,33.33,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,3/17/2020,10,2,1,,,,0.06,0.012,0.006,,,,,,,,,,,,,39,381,0.002,0,31,0,0.0323,31,tests performed,,,,,,,,,,,,,,33.33,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,3/18/2020,14,4,1.571,1,1,0.143,0.084,0.024,0.009,0.006,0.006,0.001,,,,,,,,,,46,427,0.003,0,34,0,0.0462,21.6,tests performed,,,,,,,,,,,,,,33.33,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,3/19/2020,17,3,2,1,0,0.143,0.102,0.018,0.012,0.006,0,0.001,,,,,,,,,,36,463,0.003,0,36,0,0.0556,18,tests performed,,,,,,,,,,,,,,75.93,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,3/20/2020,20,3,2.429,1,0,0.143,0.12,0.018,0.015,0.006,0,0.001,,,,,,,,,,36,499,0.003,0,37,0,0.0656,15.2,tests performed,,,,,,,,,,,,,,75.93,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,3/21/2020,25,5,3.143,2,1,0.286,0.15,0.03,0.019,0.012,0.006,0.002,,,,,,,,,,65,564,0.003,0,42,0,0.0748,13.4,tests performed,,,,,,,,,,,,,,81.48,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,3/22/2020,27,2,3.143,2,0,0.286,0.162,0.012,0.019,0.012,0,0.002,,,,,,,,,,56,620,0.004,0,47,0,0.0669,15,tests performed,,,,,,,,,,,,,,81.48,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,3/23/2020,33,6,3.571,3,1,0.429,0.198,0.036,0.021,0.018,0.006,0.003,,,,,,,,,,92,712,0.004,0.001,53,0,0.0674,14.8,tests performed,,,,,,,,,,,,,,81.48,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,3/24/2020,39,6,4.143,4,1,0.571,0.235,0.036,0.025,0.024,0.006,0.003,,,,,,,,,,82,794,0.005,0,59,0,0.0702,14.2,tests performed,,,,,,,,,,,,,,81.48,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,3/25/2020,39,0,3.571,5,1,0.571,0.235,0,0.021,0.03,0.006,0.003,,,,,,,,,,126,920,0.006,0.001,70,0,0.051,19.6,tests performed,,,,,,,,,,,,,,82.41,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,3/26/2020,44,5,3.857,5,0,0.571,0.265,0.03,0.023,0.03,0,0.003,,,,,,,,,,106,1026,0.006,0.001,80,0,0.0482,20.7,tests performed,,,,,,,,,,,,,,84.26,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,3/27/2020,48,4,4,5,0,0.571,0.289,0.024,0.024,0.03,0,0.003,,,,,,,,,,50,1076,0.006,0,82,0,0.0488,20.5,tests performed,,,,,,,,,,,,,,84.26,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,3/28/2020,48,0,3.286,5,0,0.429,0.289,0,0.02,0.03,0,0.003,,,,,,,,,,109,1185,0.007,0.001,89,0.001,0.0369,27.1,tests performed,,,,,,,,,,,,,,84.26,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,3/29/2020,48,0,3,5,0,0.429,0.289,0,0.018,0.03,0,0.003,,,,,,,,,,153,1338,0.008,0.001,103,0.001,0.0291,34.3,tests performed,,,,,,,,,,,,,,84.26,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,3/30/2020,49,1,2.286,5,0,0.286,0.295,0.006,0.014,0.03,0,0.002,,,,,,,,,,264,1602,0.01,0.002,127,0.001,0.018,55.6,tests performed,,,,,,,,,,,,,,84.26,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,3/31/2020,51,2,1.714,5,0,0.143,0.307,0.012,0.01,0.03,0,0.001,,,,,,,,,,157,1759,0.011,0.001,138,0.001,0.0124,80.5,tests performed,,,,,,,,,,,,,,87.04,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,4/1/2020,54,3,2.143,6,1,0.143,0.325,0.018,0.013,0.036,0.006,0.001,,,,,,,,,,147,1906,0.011,0.001,141,0.001,0.0152,65.8,tests performed,,,,,,,,,,,,,,87.04,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,4/2/2020,56,2,1.714,6,0,0.143,0.337,0.012,0.01,0.036,0,0.001,,,,,,,,,,207,2113,0.013,0.001,155,0.001,0.0111,90.4,tests performed,,,,,,,,,,,,,,87.04,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,4/3/2020,61,5,1.857,6,0,0.143,0.367,0.03,0.011,0.036,0,0.001,,,,,,,,,,434,2547,0.015,0.003,210,0.001,0.0088,113.1,tests performed,,,,,,,,,,,,,,87.04,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,4/4/2020,70,9,3.143,8,2,0.429,0.421,0.054,0.019,0.048,0.012,0.003,,,,,,,,,,367,2914,0.018,0.002,247,0.001,0.0127,78.6,tests performed,,,,,,,,,,,,,,87.04,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,4/5/2020,88,18,5.714,9,1,0.571,0.529,0.108,0.034,0.054,0.006,0.003,,,,,,,,,,696,3610,0.022,0.004,325,0.002,0.0176,56.9,tests performed,,,,,,,,,,,,,,87.04,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,4/6/2020,123,35,10.571,12,3,1,0.74,0.21,0.064,0.072,0.018,0.006,,,,,,,,,,792,4402,0.026,0.005,400,0.002,0.0264,37.8,tests performed,,,,,,,,,,,,,,87.04,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,4/7/2020,164,41,16.143,17,5,1.714,0.986,0.247,0.097,0.102,0.03,0.01,2.72,,,,,,,,,981,5383,0.032,0.006,518,0.003,0.0312,32.1,tests performed,,,,,,,,,,,,,,87.04,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,4/8/2020,218,54,23.429,20,3,2,1.311,0.325,0.141,0.12,0.018,0.012,2.8,,,,,,,,,1097,6480,0.039,0.007,653,0.004,0.0359,27.9,tests performed,,,,,,,,,,,,,,87.04,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,4/9/2020,330,112,39.143,21,1,2.143,1.984,0.673,0.235,0.126,0.006,0.013,2.86,,,,,,,,,1184,7664,0.046,0.007,793,0.005,0.0494,20.3,tests performed,,,,,,,,,,,,,,87.04,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,4/10/2020,424,94,51.857,27,6,3,2.55,0.565,0.312,0.162,0.036,0.018,2.72,,,,,,,,,649,8313,0.05,0.004,824,0.005,0.0629,15.9,tests performed,,,,,,,,,,,,,,90.74,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,4/11/2020,482,58,58.857,30,3,3.143,2.898,0.349,0.354,0.18,0.018,0.019,2.58,,,,,,,,,1340,9653,0.058,0.008,963,0.006,0.0611,16.4,tests performed,,,,,,,,,,,,,,93.52,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,4/12/2020,621,139,76.143,34,4,3.571,3.734,0.836,0.458,0.204,0.024,0.021,2.61,,,,,,,,,1570,11223,0.067,0.009,1088,0.007,0.07,14.3,tests performed,,,,,,,,,,,,,,93.52,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,4/13/2020,803,182,97.143,39,5,3.857,4.829,1.094,0.584,0.235,0.03,0.023,2.59,,,,,,,,,1905,13128,0.079,0.011,1247,0.007,0.0779,12.8,tests performed,,,,,,,,,,,,,,93.52,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,4/14/2020,1012,209,121.143,46,7,4.143,6.085,1.257,0.728,0.277,0.042,0.025,2.54,,,,,,,,,1740,14868,0.089,0.01,1355,0.008,0.0894,11.2,tests performed,,,,,,,,,,,,,,93.52,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,4/15/2020,1231,219,144.714,50,4,4.286,7.402,1.317,0.87,0.301,0.024,0.026,2.43,,,,,,,,,2135,17003,0.102,0.013,1503,0.009,0.0963,10.4,tests performed,,,,,,,,,,,,,,93.52,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,4/16/2020,1572,341,177.429,60,10,5.571,9.453,2.05,1.067,0.361,0.06,0.034,2.32,,,,,,,,,2190,19193,0.115,0.013,1647,0.01,0.1077,9.3,tests performed,,,,,,,,,,,,,,93.52,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,4/17/2020,1838,266,202,75,15,6.857,11.052,1.599,1.215,0.451,0.09,0.041,2.2,,,,,,,,,2114,21307,0.128,0.013,1856,0.011,0.1088,9.2,tests performed,,,,,,,,,,,,,,93.52,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,4/18/2020,2144,306,237.429,84,9,7.714,12.892,1.84,1.428,0.505,0.054,0.046,2.14,,,,,,,,,2634,23941,0.144,0.016,2041,0.012,0.1163,8.6,tests performed,,,,,,,,,,,,,,93.52,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,4/19/2020,2456,312,262.143,91,7,8.143,14.768,1.876,1.576,0.547,0.042,0.049,1.98,,,,,,,,,2663,26604,0.16,0.016,2197,0.013,0.1193,8.4,tests performed,,,,,,,,,,,,,,93.52,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,4/20/2020,2948,492,306.429,101,10,8.857,17.727,2.958,1.843,0.607,0.06,0.053,1.9,,,,,,,,,2974,29578,0.178,0.018,2350,0.014,0.1304,7.7,tests performed,,,,,,,,,,,,,,93.52,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,4/21/2020,3382,434,338.571,110,9,9.143,20.336,2.61,2.036,0.661,0.054,0.055,1.75,,,,,,,,,3096,32674,0.196,0.019,2544,0.015,0.1331,7.5,tests performed,,,,,,,,,,,,,,93.52,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,4/22/2020,3772,390,363,120,10,10,22.681,2.345,2.183,0.722,0.06,0.06,1.59,,,,,,,,,3416,36090,0.217,0.021,2727,0.016,0.1331,7.5,tests performed,,,,,,,,,,,,,,93.52,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,4/23/2020,4186,414,373.429,127,7,9.571,25.171,2.489,2.245,0.764,0.042,0.058,1.48,,,,,,,,,3686,39776,0.239,0.022,2940,0.018,0.127,7.9,tests performed,,,,,,,,,,,,,,93.52,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,4/24/2020,4689,503,407.286,131,4,8,28.195,3.025,2.449,0.788,0.024,0.048,1.49,,,,,,,,,3337,43113,0.259,0.02,3115,0.019,0.1307,7.6,tests performed,,,,,,,,,,,,,,93.52,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,4/25/2020,4998,309,407.714,140,9,8,30.053,1.858,2.452,0.842,0.054,0.048,1.42,,,,,,,,,3476,46589,0.28,0.021,3235,0.019,0.126,7.9,tests performed,,,,,,,,,,,,,,93.52,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,4/26/2020,5416,418,422.857,145,5,7.714,32.567,2.513,2.543,0.872,0.03,0.046,1.38,,,,,,,,,3812,50401,0.303,0.023,3400,0.02,0.1244,8,tests performed,,,,,,,,,,,,,,93.52,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,4/27/2020,5913,497,423.571,152,7,7.286,35.555,2.989,2.547,0.914,0.042,0.044,1.36,,,,,,,,,4332,54733,0.329,0.026,3594,0.022,0.1179,8.5,tests performed,,,,,,,,,,,,,,93.52,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,4/28/2020,6462,549,440,155,3,6.429,38.857,3.301,2.646,0.932,0.018,0.039,1.4,,,,,,,,,4968,59701,0.359,0.03,3861,0.023,0.114,8.8,tests performed,,,,,,,,,,,,,,93.52,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,4/29/2020,7103,641,475.857,163,8,6.143,42.711,3.854,2.861,0.98,0.048,0.037,1.41,,,,,,,,,4965,64666,0.389,0.03,4082,0.025,0.1166,8.6,tests performed,,,,,,,,,,,,,,93.52,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,4/30/2020,7667,564,497.286,168,5,5.857,46.102,3.391,2.99,1.01,0.03,0.035,1.36,,,,,,,,,5573,70239,0.422,0.034,4352,0.026,0.1143,8.8,tests performed,,,,,,,,,,,,,,93.52,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,5/1/2020,8238,571,507,170,2,5.571,49.536,3.433,3.049,1.022,0.012,0.034,1.37,,,,,,,,,5827,76066,0.457,0.035,4708,0.028,0.1077,9.3,tests performed,,,,,,,,,,,,,,89.81,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,5/2/2020,8790,552,541.714,175,5,5,52.855,3.319,3.257,1.052,0.03,0.03,1.39,,,,,,,,,5368,81434,0.49,0.032,4978,0.03,0.1088,9.2,tests performed,,,,,,,,,,,,,,89.81,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,5/3/2020,9455,665,577,177,2,4.571,56.854,3.999,3.47,1.064,0.012,0.027,1.37,,,,,,,,,6260,87694,0.527,0.038,5328,0.032,0.1083,9.2,tests performed,,,,,,,,,,,,,,89.81,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,5/4/2020,10143,688,604.286,182,5,4.286,60.991,4.137,3.634,1.094,0.03,0.026,1.33,,,,,,,,,5711,93405,0.562,0.034,5525,0.033,0.1094,9.1,tests performed,,,,,,,,,,,,,,89.81,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,5/5/2020,10929,786,638.143,183,1,4,65.717,4.726,3.837,1.1,0.006,0.024,1.33,,,,,,,,,,,,,5261,0.032,0.1213,8.2,tests performed,,,,,,,,,,,,,,89.81,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,5/6/2020,11719,790,659.429,186,3,3.286,70.468,4.75,3.965,1.118,0.018,0.02,1.29,,,,,,,,,6241,99646,0.599,0.038,4997,0.03,0.132,7.6,tests performed,,,,,,,,,,,,,,89.81,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,5/7/2020,12425,706,679.714,199,13,4.429,74.713,4.245,4.087,1.197,0.078,0.027,1.26,,,,,,,,,5867,105513,0.634,0.035,5039,0.03,0.1349,7.4,tests performed,,,,,,,,,,,,,,89.81,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,5/8/2020,13134,709,699.429,206,7,5.143,78.976,4.263,4.206,1.239,0.042,0.031,1.26,,,,,,,,,5941,111454,0.67,0.036,5055,0.03,0.1384,7.2,tests performed,,,,,,,,,,,,,,89.81,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,5/9/2020,13770,636,711.429,214,8,5.571,82.8,3.824,4.278,1.287,0.048,0.034,1.3,,,,,,,,,5465,116919,0.703,0.033,5069,0.03,0.1403,7.1,tests performed,,,,,,,,,,,,,,89.81,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,5/10/2020,14657,887,743.143,228,14,7.286,88.134,5.334,4.469,1.371,0.084,0.044,1.35,,,,,,,,,5738,122657,0.738,0.035,4995,0.03,0.1488,6.7,tests performed,,,,,,,,,,,,,,89.81,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,5/11/2020,15691,1034,792.571,239,11,8.143,94.352,6.218,4.766,1.437,0.066,0.049,1.36,,,,,,,,,7208,129865,0.781,0.043,5209,0.031,0.1522,6.6,tests performed,,,,,,,,,,,,,,89.81,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,5/12/2020,16660,969,818.714,250,11,9.571,100.178,5.827,4.923,1.503,0.066,0.058,1.37,,,,,,,,,6773,136638,0.822,0.041,5730,0.034,0.1429,7,tests performed,,,,,,,,,,,,,,89.81,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,5/13/2020,17822,1162,871.857,269,19,11.857,107.166,6.987,5.243,1.618,0.114,0.071,1.37,,,,,,,,,7900,144538,0.869,0.048,6413,0.039,0.136,7.4,tests performed,,,,,,,,,,,,,,89.81,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,5/14/2020,18863,1041,919.714,283,14,12,113.425,6.26,5.53,1.702,0.084,0.072,1.35,,,,,,,,,7392,151930,0.914,0.044,6631,0.04,0.1387,7.2,tests performed,,,,,,,,,,,,,,89.81,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,5/15/2020,20065,1202,990.143,298,15,13.143,120.653,7.228,5.954,1.792,0.09,0.079,1.36,,,,,,,,,8582,160512,0.965,0.052,7008,0.042,0.1413,7.1,tests performed,,,,,,,,,,,,,,89.81,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
